"UNIPROT","GO","GONAME","ONTOLOGY"
"O95835","GO:0043254","regulation of protein-containing complex assembly","BP"
"O95835","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","BP"
"O95835","GO:0046620","regulation of organ growth","BP"
"O95835","GO:0051220","cytoplasmic sequestering of protein","BP"
"O95835","GO:0051301","cell division","BP"
"O95835","GO:0060644","mammary gland epithelial cell differentiation","BP"
"O95835","GO:0090090","negative regulation of canonical Wnt signaling pathway","BP"
"O95835","GO:0106310","protein serine kinase activity","MF"
"O95835","GO:1900181","negative regulation of protein localization to nucleus","BP"
"O95835","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","BP"
"O95837","GO:0001508","action potential","BP"
"O95837","GO:0001664","G protein-coupled receptor binding","MF"
"O95837","GO:0003924","GTPase activity","MF"
"O95837","GO:0005525","GTP binding","MF"
"O95837","GO:0005834","heterotrimeric G-protein complex","CC"
"O95837","GO:0005886","plasma membrane","CC"
"O95837","GO:0007165","signal transduction","BP"
"O95837","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","BP"
"O95837","GO:0031683","G-protein beta/gamma-subunit complex binding","MF"
"O95837","GO:0046872","metal ion binding","MF"
"O95837","GO:0060158","phospholipase C-activating dopamine receptor signaling pathway","BP"
"O95837","GO:0070062","extracellular exosome","CC"
"O95843","GO:0005509","calcium ion binding","MF"
"O95843","GO:0007165","signal transduction","BP"
"O95843","GO:0007601","visual perception","BP"
"O95843","GO:0008048","calcium sensitive guanylate cyclase activator activity","MF"
"O95843","GO:0097381","photoreceptor disc membrane","CC"
"O95847","GO:0005739","mitochondrion","CC"
"O95847","GO:0005743","mitochondrial inner membrane","CC"
"O95847","GO:0008284","positive regulation of cell population proliferation","BP"
"O95847","GO:0009409","response to cold","BP"
"O95847","GO:0010917","negative regulation of mitochondrial membrane potential","BP"
